Student_ID,Skill_Name,Skill_Score,Assessment_Score,Course_Completion_Percentage,Learning_Hours,Assignment_Completion_Rate,Login_Frequency,Skill_Category,Proficiency_Level
S189,Cyber Security,89,40,92,67,83,8,Security,Advanced
S189,Git,68,95,55,147,92,30,Tools,Intermediate
S189,Algorithms,53,87,86,48,96,25,Programming,Intermediate
S189,SQL,96,43,83,93,62,30,Database,Advanced
S189,Data Structures,82,81,65,140,64,20,Programming,Advanced
S189,Excel,45,71,50,52,62,3,Visualization,Beginner
S189,NLP,71,96,79,78,80,24,AI,Intermediate
S189,Deep Learning,40,56,74,20,78,24,AI,Beginner
S190,Data Analysis,44,67,56,44,94,27,Analytics,Beginner
S190,Git,51,52,69,135,64,3,Tools,Intermediate
S190,Excel,49,40,86,158,82,11,Visualization,Beginner
S190,Computer Vision,69,99,53,135,88,10,AI,Intermediate
S190,SQL,78,46,57,102,59,12,Database,Advanced
S190,Power BI,52,92,70,128,91,9,Visualization,Intermediate
S190,Machine Learning,67,71,58,154,69,25,AI,Intermediate
S190,Linux,81,65,74,53,75,19,Tools,Advanced
S190,Tableau,90,84,86,81,71,25,Visualization,Advanced
S190,Deep Learning,99,67,71,198,74,10,AI,Advanced
S191,Machine Learning,43,89,84,173,67,8,AI,Beginner
S191,SQL,99,66,51,57,52,15,Database,Advanced
S191,C++,70,42,69,52,56,3,Programming,Intermediate
S191,Data Structures,87,81,86,15,83,18,Programming,Advanced
S191,Excel,59,65,82,123,51,19,Visualization,Intermediate
S191,Power BI,48,44,94,28,74,21,Visualization,Beginner
S191,Cyber Security,87,71,67,55,96,4,Security,Advanced
S191,NLP,62,99,98,155,81,25,AI,Intermediate
S191,Deep Learning,40,40,89,73,100,23,AI,Beginner
S191,Tableau,83,66,91,132,80,2,Visualization,Advanced
S192,NLP,41,53,90,197,73,1,AI,Beginner
S192,Excel,56,58,74,40,53,29,Visualization,Intermediate
S192,Data Analysis,90,61,99,36,52,7,Analytics,Advanced
S192,Data Structures,63,94,98,22,79,3,Programming,Intermediate
S192,Statistics,86,56,69,196,89,2,Analytics,Advanced
S192,Power BI,47,45,99,113,76,8,Visualization,Beginner
S192,Python,68,82,53,184,82,19,Programming,Intermediate
S192,Deep Learning,42,78,93,73,53,5,AI,Beginner
S192,SQL,93,48,100,19,64,16,Database,Advanced
S192,Computer Vision,53,67,53,34,77,13,AI,Intermediate
S193,Git,52,93,65,40,61,15,Tools,Intermediate
S193,Excel,74,86,77,110,92,23,Visualization,Intermediate
S193,Power BI,50,83,71,114,54,23,Visualization,Intermediate
S193,Python,45,46,59,56,86,14,Programming,Beginner
S193,Algorithms,94,72,71,33,88,17,Programming,Advanced
S193,C++,42,45,89,126,61,30,Programming,Beginner
S193,Machine Learning,41,66,71,147,74,11,AI,Beginner
S193,Cyber Security,63,49,61,80,82,4,Security,Intermediate
S193,SQL,53,73,55,126,79,22,Database,Intermediate
S193,Computer Vision,46,82,73,20,63,29,AI,Beginner
S194,Machine Learning,69,44,94,28,61,13,AI,Intermediate
S194,NLP,69,88,87,85,90,22,AI,Intermediate
S194,Cloud Computing,43,44,64,104,82,15,Cloud,Beginner
S194,Computer Vision,74,57,71,71,85,26,AI,Intermediate
S194,Data Analysis,61,40,54,51,70,19,Analytics,Intermediate
S194,Power BI,93,88,50,190,94,29,Visualization,Advanced
S194,Data Structures,95,84,82,57,96,13,Programming,Advanced
S194,Tableau,64,68,96,140,55,14,Visualization,Intermediate
S194,Excel,40,88,55,193,96,27,Visualization,Beginner
S194,Git,89,99,76,135,95,16,Tools,Advanced
S195,Data Structures,55,97,92,126,53,22,Programming,Intermediate
S195,Power BI,80,72,87,173,74,18,Visualization,Advanced
S195,Machine Learning,80,60,63,88,69,6,AI,Advanced
S195,Git,45,80,84,71,66,1,Tools,Beginner
S195,SQL,44,84,63,166,66,12,Database,Beginner
S195,Web Development,63,74,82,23,94,6,Development,Intermediate
S195,NLP,97,88,77,82,95,27,AI,Advanced
S195,Statistics,48,46,80,195,98,15,Analytics,Beginner
S195,Deep Learning,47,71,84,131,78,14,AI,Beginner
S195,Computer Vision,78,92,95,183,67,1,AI,Advanced
S196,Data Structures,68,86,67,53,58,21,Programming,Intermediate
S196,Power BI,93,43,100,80,59,23,Visualization,Advanced
S196,Statistics,66,55,97,41,98,28,Analytics,Intermediate
S196,Computer Vision,68,81,56,101,81,22,AI,Intermediate
S196,C++,93,89,84,87,62,30,Programming,Advanced
S196,Excel,54,71,96,25,51,27,Visualization,Intermediate
S196,SQL,64,45,57,104,64,15,Database,Intermediate
S196,NLP,53,100,98,139,97,29,AI,Intermediate
S196,Web Development,40,45,66,29,53,6,Development,Beginner
S196,Cloud Computing,93,44,86,18,80,15,Cloud,Advanced
S197,SQL,76,87,62,90,70,16,Database,Advanced
S197,Cyber Security,89,53,92,70,67,21,Security,Advanced
S197,Computer Vision,68,71,92,87,84,20,AI,Intermediate
S197,Machine Learning,78,97,88,199,59,29,AI,Advanced
S197,Data Structures,67,52,97,98,68,8,Programming,Intermediate
S197,Linux,41,71,84,192,68,25,Tools,Beginner
S197,Deep Learning,85,65,94,106,90,8,AI,Advanced
S197,Tableau,62,43,76,16,69,10,Visualization,Intermediate
S197,Python,70,41,63,174,61,25,Programming,Intermediate
S197,Power BI,44,68,100,123,97,3,Visualization,Beginner
S198,Cloud Computing,98,48,68,121,93,25,Cloud,Advanced
S198,Machine Learning,77,96,50,195,54,30,AI,Advanced
S198,SQL,97,68,88,73,58,14,Database,Advanced
S198,Python,69,80,97,39,81,27,Programming,Intermediate
S198,Power BI,60,57,71,66,60,16,Visualization,Intermediate
S198,Data Analysis,89,50,95,10,65,12,Analytics,Advanced
S198,Statistics,41,92,97,30,87,29,Analytics,Beginner
S198,Tableau,98,41,100,166,55,20,Visualization,Advanced
S198,Cyber Security,75,90,89,100,64,14,Security,Advanced
S198,Web Development,43,61,52,87,78,14,Development,Beginner
S199,Data Analysis,81,61,88,166,96,28,Analytics,Advanced
S199,Algorithms,46,62,82,169,68,16,Programming,Beginner
S199,NLP,77,58,93,71,64,5,AI,Advanced
S199,Machine Learning,81,57,64,180,82,16,AI,Advanced
S199,Computer Vision,89,71,92,39,82,10,AI,Advanced
S199,Cloud Computing,92,71,78,14,85,22,Cloud,Advanced
S199,Git,59,47,65,200,53,23,Tools,Intermediate
S199,Statistics,75,95,68,91,54,21,Analytics,Advanced
S199,Power BI,70,60,60,174,52,10,Visualization,Intermediate
S199,Cyber Security,52,59,52,172,70,11,Security,Intermediate
S200,Deep Learning,91,42,65,87,60,1,AI,Advanced
S200,Machine Learning,75,49,80,72,61,20,AI,Advanced
S200,Linux,71,53,84,58,67,25,Tools,Intermediate
S200,Cyber Security,72,52,97,26,86,6,Security,Intermediate
S200,Web Development,95,79,62,83,91,9,Development,Advanced
S200,Computer Vision,46,92,98,125,92,9,AI,Beginner
S200,Excel,71,43,82,159,89,28,Visualization,Intermediate
S200,Data Structures,68,64,79,124,65,21,Programming,Intermediate
S200,NLP,55,77,88,162,53,18,AI,Intermediate
S200,SQL,44,55,66,167,100,24,Database,Beginner
